XM,SXZY,HDHD,CSD
6433,1140,1718,3682
6434,1140,1825,2972
6435,1140,1843,973
6436,1140,1843,3378
6437,1140,1882,1902
6438,1140,1894,1974
6439,1140,1961,1818
6440,1140,2068,1058
6441,1140,2303,1818
6442,1140,2349,1090
6443,1140,2352,1445
6444,1140,2583,2678
6445,1141,1369,3537
6446,1141,2197,3325
6447,1141,2583,3672
6448,1142,5,3284
6449,1142,158,1923
6450,1142,1746,301
6451,1142,1874,718
6452,1142,1908,1817
6453,1142,2009,3159
6454,1142,2533,2032
6455,1143,295,740
6456,1143,372,870
6457,1143,1528,1972
6458,1143,1846,2450
6459,1143,2014,3212
6460,1143,2221,230
6461,1143,2422,165
6462,1144,1263,2050
6463,1144,1342,72
6464,1144,2372,2509
6465,1144,2422,3196
6466,1145,1630,3351
6467,1145,2043,1569
6468,1145,2164,1034
6469,1146,578,321
6470,1146,681,2678
6471,1146,1470,704
6472,1146,2018,3086
6473,1146,2198,371
6474,1146,2377,2230
6475,1146,2563,3543
6476,1147,822,3301
6477,1147,1787,3156
6478,1147,2143,973
6479,1148,532,1657
6480,1148,1576,3667
6481,1149,344,1232
6482,1149,362,1150
6483,1149,442,2
6484,1149,476,1482
6485,1149,536,930
6486,1149,546,3402
6487,1149,744,1166
6488,1149,765,834
6489,1149,985,625
6490,1149,1125,1989
6491,1149,1376,1324
6492,1149,1412,2790
6493,1149,1443,824
6494,1149,1843,963
6495,1149,1843,3527
6496,1149,1990,2272
6497,1149,2222,930
6498,1149,2395,1171
6499,1149,2445,2767
6500,1150,287,3427
6501,1150,816,2712
6502,1150,1109,1990
6503,1150,2036,863
6504,1151,1398,3525
6505,1152,868,1764
6506,1152,1183,2067
6507,1152,1360,2898
6508,1152,1643,3016
6509,1152,1895,2506
6510,1153,1061,1022
6511,1153,1330,3308
6512,1153,1367,639
6513,1153,2012,360
6514,1154,4,280
6515,1154,57,1412
6516,1154,650,787
6517,1154,928,1917
6518,1154,1203,707
6519,1154,1417,332
6520,1154,1565,1300
6521,1154,1706,370
6522,1155,23,3686
6523,1155,71,2966
6524,1155,74,1192
6525,1155,243,2495
6526,1155,313,1152
6527,1155,343,3372
6528,1155,362,569
6529,1155,362,643
6530,1155,449,2993
6531,1155,619,2573
6532,1155,670,1910
6533,1155,692,1986
6534,1155,692,2222
6535,1155,770,1182
6536,1155,770,2291
6537,1155,770,2625
6538,1155,1014,3176
6539,1155,1085,2905
6540,1155,1085,3159
6541,1155,1085,3255
6542,1155,1137,150
6543,1155,1156,1171
6544,1155,1248,3156
6545,1155,1371,3143
6546,1155,1376,1352
6547,1155,1382,99
6548,1155,1382,3638
6549,1155,1453,1846
6550,1155,1576,2845
6551,1155,1720,1964
6552,1155,1801,3690
6553,1155,1837,2984
6554,1155,1843,171
6555,1155,1843,560
6556,1155,1843,909
6557,1155,1843,954
6558,1155,1843,1138
6559,1155,1843,1234
6560,1155,1843,1271
6561,1155,1843,1324
6562,1155,1843,1329
6563,1155,1843,1349
6564,1155,1843,1598
6565,1155,1843,1771
6566,1155,1843,2168
6567,1155,1843,2591
6568,1155,1843,2685
6569,1155,1843,2928
6570,1155,1843,3159
6571,1155,1843,3354
6572,1155,1843,2309
6573,1155,1843,3645
6574,1155,1848,2664
6575,1155,1849,173
6576,1155,1901,343
6577,1155,1929,2718
6578,1155,1929,1846
6579,1155,1961,3099
6580,1155,2017,3712
6581,1155,2021,2424
6582,1155,2069,1556
6583,1155,2078,3617
6584,1155,2178,3565
6585,1155,2221,2062
6586,1155,2221,2328
6587,1155,2251,2449
6588,1155,2363,2720
6589,1155,2400,1058
6590,1155,2400,1058
6591,1155,2400,1058
6592,1155,2547,2658
6593,1156,212,3193
6594,1156,616,618
6595,1156,1826,3530
6596,1156,1977,3537
6597,1157,119,699
6598,1157,1968,142
6599,1157,1976,2371
6600,1157,2070,2538
6601,1158,622,289
6602,1158,2583,3243
6603,1159,347,12
6604,1159,707,2185
6605,1159,745,2790
6606,1159,959,2477
6607,1159,1242,2547
6608,1160,148,1823
6609,1160,585,2590
6610,1160,909,1539
6611,1160,1220,3728
6612,1160,1443,1750
6613,1160,1843,305
6614,1160,2431,2533
6615,1161,63,1004
6616,1161,232,3415
6617,1161,611,1928
6618,1161,1013,2052
6619,1161,1335,2962
6620,1161,1974,2709
6621,1161,2367,2902
6622,1161,2395,1772
6623,1162,71,2397
6624,1162,681,572
6625,1162,1150,3188
6626,1162,1282,806
6627,1162,1382,3674
6628,1162,1459,2357
6629,1162,1706,288
6630,1162,1843,608
6631,1162,1961,695
6632,1162,2364,1337
6633,1162,2456,2863
6634,1162,2519,1775
6635,1162,2583,150
6636,1162,2593,3731
6637,1163,881,1785
6638,1163,2464,2690
6639,1163,2576,1568
6640,1164,1576,1274
6641,1164,1866,3288
6642,1164,2074,3311
6643,1164,2563,1919
6644,1165,925,1201
6645,1165,1806,1684
6646,1165,2143,231
6647,1165,2299,2121
6648,1165,2349,1269
6649,1165,2450,1936
6650,1166,688,2533
6651,1166,1517,2499
6652,1166,2186,2272
6653,1167,245,278
6654,1167,323,1754
6655,1167,528,2509
6656,1167,1816,2944
6657,1168,401,1262
6658,1168,827,3378
6659,1168,1132,3610
6660,1169,2122,55
6661,1170,548,418
6662,1170,1085,1755
6663,1171,459,1113
6664,1171,766,2976
6665,1171,1253,545
6666,1172,1723,1860
6667,1172,1943,3156
6668,1173,133,3641
6669,1173,257,137
6670,1173,876,3720
6671,1174,2159,546
6672,1175,344,3182
6673,1175,619,729
6674,1175,1929,2175
6675,1175,2221,242
6676,1175,2326,269
6677,1175,2331,2090
6678,1175,2335,1346
6679,1176,1155,2570
6680,1176,1347,3584
6681,1176,1951,1636
6682,1176,2058,1568
6683,1176,2090,446
6684,1177,26,2051
6685,1177,293,1566
6686,1178,50,836
6687,1178,892,2287
6688,1178,2221,312
6689,1178,2398,3703
6690,1179,323,171
6691,1179,421,2346
6692,1179,692,3428
6693,1179,1196,2715
6694,1179,1527,3606
6695,1179,2337,2390
6696,1179,2563,477
6697,1180,558,3523
6698,1180,2108,1202
6699,1181,2031,2947
6700,1181,2194,1939
6701,1181,2239,3082
6702,1181,2477,3549
6703,1182,912,3046
6704,1183,1513,203
6705,1183,2199,910
6706,1183,2297,847
6707,1183,2391,2281
6708,1184,368,1524
6709,1184,533,201
6710,1184,1429,3341
6711,1184,1576,2539
6712,1184,2154,2789
6713,1184,2597,2179
6714,1185,25,175
6715,1186,393,1615
6716,1186,984,2315
6717,1186,1085,3597
6718,1186,1217,2874
6719,1187,1993,1247
6720,1187,2508,3686
6721,1188,323,569
6722,1188,451,3613
6723,1188,607,2373
6724,1188,636,2442
6725,1188,652,388
6726,1188,752,165
6727,1188,752,1025
6728,1188,754,896
6729,1188,755,790
6730,1188,765,2937
6731,1188,1101,1997
6732,1188,1109,3205
6733,1188,1186,3641
6734,1188,1276,3417
6735,1188,1398,558
6736,1188,1398,1965
6737,1188,1398,3115
6738,1188,1398,3159
6739,1188,1495,66
6740,1188,1576,2931
6741,1188,1654,3035
6742,1188,1676,3105
6743,1188,1801,2245
6744,1188,2027,2674
6745,1188,2143,1109
6746,1188,2155,3159
6747,1188,2159,3537
6748,1188,2221,235
6749,1188,2221,464
6750,1188,2309,1359
6751,1188,2369,1359
6752,1188,2369,2276
6753,1188,2369,2664
6754,1188,2384,2027
6755,1188,2387,2027
6756,1188,2445,3143
6757,1188,2495,1521
6758,1188,2534,790
6759,1188,2535,2972
6760,1188,2537,2098
6761,1188,2538,2374
6762,1189,1398,2107
6763,1189,2362,1185
6764,1189,2454,2014
6765,1190,5,647
6766,1190,2388,2046
6767,1191,116,1923
6768,1191,180,591
6769,1191,555,2124
6770,1191,915,3646
6771,1191,1576,1638
6772,1191,2253,2088
6773,1192,1162,3536
6774,1192,1878,59
6775,1192,1921,2057
6776,1192,2094,1286
6777,1192,2140,460
6778,1192,2427,2281
6779,1192,2474,2995
6780,1193,532,2641
6781,1193,824,249
6782,1193,1253,1153
6783,1193,2411,2725
6784,1194,1343,649
6785,1194,1718,657
6786,1194,2156,3536
6787,1194,2318,3030
6788,1194,2583,3176
6789,1195,2159,2999
6790,1195,2443,1638
6791,1196,362,1346
6792,1196,362,2002
6793,1196,362,2616
6794,1196,362,3143
6795,1196,403,1987
6796,1196,577,1509
6797,1196,599,1208
6798,1196,670,1839
6799,1196,670,3501
6800,1196,692,2533
6801,1196,752,162
6802,1196,752,790
6803,1196,752,846
6804,1196,752,1135
6805,1196,752,1432
6806,1196,752,3159
6807,1196,980,499
6808,1196,1085,1838
6809,1196,1263,3438
6810,1196,1265,2311
6811,1196,1379,3020
6812,1196,1382,2246
6813,1196,1398,3372
6814,1196,1405,78
6815,1196,1576,2573
6816,1196,1576,2642
6817,1196,1576,2863
6818,1196,1843,569
6819,1196,1843,943
6820,1196,1843,2668
6821,1196,1957,3129
6822,1196,2022,2298
6823,1196,2036,2460
6824,1196,2069,1160
6825,1196,2087,547
6826,1196,2090,546
6827,1196,2159,1556
6828,1196,2159,2012
6829,1196,2159,2027
6830,1196,2178,2258
6831,1196,2221,2344
6832,1196,2221,3147
6833,1196,2221,3543
6834,1196,2303,2046
6835,1196,2306,2663
6836,1196,2369,1521
6837,1196,2375,2179
6838,1196,2386,2011
6839,1196,2388,2027
6840,1196,2541,2002
6841,1196,2583,3235
6842,1197,2383,2005
6843,1197,2583,3257
6844,1198,664,3270
6845,1198,944,2989
6846,1198,2182,3013
6847,1199,274,3348
6848,1199,330,3253
6849,1199,1171,2206
6850,1199,1825,3368
6851,1199,2122,636
6852,1199,2538,2872
6853,1200,187,1991
6854,1200,981,545
6855,1200,1726,1265
6856,1200,1908,1582
6857,1200,2148,309
6858,1201,701,1289
6859,1201,1786,3563
6860,1201,2159,686
6861,1202,340,1359
6862,1203,2498,470
6863,1204,750,1617
6864,1205,1929,1861
6865,1206,184,1708
6866,1206,186,63
6867,1206,362,171
6868,1206,454,2073
6869,1206,1067,738
6870,1206,1687,2540
6871,1206,1843,965
6872,1206,2156,2027
6873,1206,2178,3645
6874,1206,2519,2964
6875,1207,53,2999
6876,1207,2034,2533
6877,1208,1480,3061
6878,1208,1797,2626
6879,1208,2510,1515
6880,1209,2254,1521
6881,1210,229,1818
6882,1210,1228,1833
6883,1210,2140,2543
6884,1211,789,673
6885,1211,789,2669
6886,1211,1620,2724
6887,1211,1621,2638
6888,1211,2105,3290
6889,1212,1237,1649
6890,1212,1315,3023
6891,1212,2497,2171
6892,1213,11,1143
6893,1213,403,2794
6894,1213,474,3153
6895,1213,733,3337
6896,1213,789,1063
6897,1213,1317,2641
6898,1213,1715,896
6899,1213,1829,3159
6900,1213,1980,2901
6901,1213,1980,1831
6902,1213,2221,2380
6903,1214,323,3156
6904,1214,646,3628
6905,1215,1245,3389
6906,1215,1832,331
6907,1215,1941,3597
6908,1216,947,1976
6909,1216,1968,2756
6910,1216,2162,229
6911,1217,515,1518
6912,1217,1271,171
6913,1217,1576,2675
6914,1217,1576,2775
6915,1218,685,1610
6916,1218,1637,533
6917,1219,1150,724
6918,1219,1257,3691
6919,1219,1427,93
6920,1219,1908,1284
6921,1220,556,2009
6922,1220,622,749
6923,1220,1409,103
6924,1221,9,2422
6925,1221,560,164
6926,1221,795,977
6927,1221,1123,2033
6928,1221,1524,617
6929,1221,1887,871
6930,1222,140,78
6931,1222,250,1865
6932,1222,488,1312
6933,1222,881,2477
6934,1222,1353,140
6935,1222,1600,3337
6936,1222,1739,783
6937,1222,1990,62
6938,1222,2078,178
6939,1223,35,2186
6940,1223,1233,2886
6941,1223,1979,3444
6942,1223,2006,3528
6943,1223,2476,2641
6944,1224,24,2249
6945,1224,811,1842
6946,1224,2422,1697
6947,1225,367,2800
6948,1225,610,1896
6949,1225,2101,2673
6950,1226,999,1101
6951,1226,1014,1234
6952,1226,1724,3121
6953,1227,67,3438
6954,1227,250,786
6955,1227,296,1198
6956,1227,301,790
6957,1227,313,654
6958,1227,318,1035
6959,1227,367,1084
6960,1227,367,3159
6961,1227,368,207
6962,1227,392,430
6963,1227,433,786
6964,1227,449,818
6965,1227,554,546
6966,1227,554,546
6967,1227,554,2864
6968,1227,590,2651
6969,1227,601,343
6970,1227,738,569
6971,1227,752,1667
6972,1227,804,3525
6973,1227,806,162
6974,1227,806,162
6975,1227,806,203
6976,1227,806,616
6977,1227,806,987
6978,1227,806,1042
6979,1227,806,1049
6980,1227,806,1124
6981,1227,806,1192
6982,1227,806,1214
6983,1227,806,3525
6984,1227,813,3469
6985,1227,819,812
6986,1227,820,721
6987,1227,820,3528
6988,1227,822,206
6989,1227,822,595
6990,1227,822,621
6991,1227,822,925
6992,1227,822,1035
6993,1227,913,2062
6994,1227,943,1271
6995,1227,959,1352
6996,1227,1015,1662
6997,1227,1016,1819
6998,1227,1075,1771
6999,1227,1096,165
7000,1227,1096,3663
7001,1227,1098,474
7002,1227,1132,2023
7003,1227,1137,192
7004,1227,1137,2014
7005,1227,1252,2788
7006,1227,1253,2789
7007,1227,1253,2909
7008,1227,1307,259
7009,1227,1385,3156
7010,1227,1385,606
7011,1227,1513,2393
7012,1227,1608,2539
7013,1227,1610,687
7014,1227,1610,2584
7015,1227,1610,2653
7016,1227,1610,2689
7017,1227,1611,1508
7018,1227,1612,2759
7019,1227,1641,2790
7020,1227,1658,2950
7021,1227,1658,3031
7022,1227,1752,2307
7023,1227,1753,639
7024,1227,1753,2337
7025,1227,1791,641
7026,1227,1821,3655
7027,1227,1848,2143
7028,1227,1897,2291
7029,1227,1996,723
7030,1227,1997,3070
7031,1227,1999,848
7032,1227,2006,3242
7033,1227,2014,3211
7034,1227,2065,1979
7035,1227,2119,197
7036,1227,2178,3653
7037,1227,2187,3543
7038,1227,2422,145
7039,1227,2422,1188
7040,1227,2422,1406
7041,1227,2422,2291
7042,1227,2422,981
7043,1227,2590,1329
7044,1228,1345,646
7045,1228,1946,3428
7046,1228,2499,3718
7047,1229,244,1103
7048,1229,1885,3654
7049,1229,2422,2816
7050,1230,1039,270
7051,1230,1465,3429
7052,1230,2247,2761
7053,1230,2422,1113
7054,1231,71,1476
7055,1231,193,2613
7056,1231,865,3129
7057,1231,1604,374
7058,1231,2240,749
7059,1231,2422,2573
7060,1232,249,1496
7061,1232,797,2833
7062,1232,956,2967
7063,1232,983,830
7064,1232,1253,2637
7065,1232,2570,268
7066,1233,528,2818
7067,1233,806,203
7068,1233,970,2949
7069,1234,437,2259
7070,1234,1075,485
7071,1234,1976,2183
7072,1234,2603,1433
7073,1235,434,569
7074,1235,814,773
7075,1235,1740,2013
7076,1235,2422,3012
7077,1236,160,1735
7078,1236,288,3644
7079,1236,1075,444
7080,1237,224,1879
7081,1237,296,1196
7082,1237,358,653
7083,1237,364,171
7084,1237,367,181
7085,1237,367,950
7086,1237,367,3120
7087,1237,415,344
7088,1237,575,1672
7089,1237,597,1771
7090,1237,599,319
7091,1237,599,339
7092,1237,601,230
7093,1237,651,259
7094,1237,679,1160
7095,1237,725,870
7096,1237,806,165
7097,1237,806,602
7098,1237,806,657
7099,1237,806,930
7100,1237,806,1136
7101,1237,806,2141
7102,1237,806,3472
7103,1237,806,3737
7104,1237,833,874
7105,1237,921,2578
7106,1237,943,1377
7107,1237,1075,395
7108,1237,1075,1739
7109,1237,1096,1672
7110,1237,1132,1991
7111,1237,1253,2614
7112,1237,1295,3226
7113,1237,1385,1098
7114,1237,1419,1879
7115,1237,1430,386
7116,1237,1484,3043
7117,1237,1497,459
7118,1237,1517,619
7119,1237,1532,276
7120,1237,1608,2736
7121,1237,1608,400
7122,1237,1610,838
7123,1237,1610,2607
7124,1237,1610,2634
7125,1237,1610,2634
7126,1237,1610,2656
7127,1237,1610,2707
7128,1237,1610,2928
7129,1237,1753,2355
7130,1237,1808,3261
7131,1237,1819,829
7132,1237,1844,3250
7133,1237,1933,1752
7134,1237,1996,3062
7135,1237,1996,3066
7136,1237,1999,2890
7137,1237,2014,3255
7138,1237,2014,3672
7139,1237,2093,2521
7140,1237,2187,242
7141,1237,2201,176
7142,1237,2221,758
7143,1237,2221,1155
7144,1237,2246,2455
7145,1237,2422,171
7146,1237,2422,560
7147,1237,2422,721
7148,1237,2422,1006
7149,1237,2422,3182
7150,1237,2431,1974
7151,1238,1103,2508
7152,1238,1341,3378
7153,1238,1443,2598
7154,1238,2570,3317
7155,1239,891,1207
7156,1239,1668,2352
7157,1240,72,1337
7158,1240,1148,148
7159,1240,1956,1952
7160,1241,653,1402
7161,1241,1622,3259
7162,1241,2221,2961
7163,1242,737,2837
7164,1242,738,3684
7165,1242,2021,1786
7166,1243,187,2303
7167,1243,342,2046
7168,1243,353,653
7169,1243,607,2964
7170,1243,985,2711
7171,1243,1724,715
7172,1244,433,2579
7173,1244,1292,35
7174,1244,1385,3143
7175,1244,2104,2318
7176,1244,2517,1035
7177,1245,1096,1034
7178,1245,2232,3622
7179,1246,423,2352
7180,1246,1253,2645
7181,1246,1253,2783
7182,1246,1629,2813
7183,1246,2029,624
7184,1246,2342,326
7185,1247,1576,2924
7186,1248,419,52
7187,1248,997,3414
7188,1248,1127,1958
7189,1248,1375,995
7190,1248,1551,1226
7191,1249,1297,3536
7192,1249,1843,1107
7193,1249,2221,2310
7194,1250,195,3666
7195,1250,1064,1472
7196,1250,1218,2798
7197,1250,2218,2582
7198,1251,464,2762
7199,1251,464,1134
7200,1251,476,192
7201,1251,476,2314
7202,1251,476,2533
7203,1251,476,2535
7204,1251,582,3424
7205,1251,1593,2856
7206,1251,1728,3156
7207,1251,2061,2798
7208,1251,2062,2881
7209,1251,2284,2535
7210,1252,476,2800
7211,1252,476,2828
7212,1252,505,2793
7213,1252,1594,2900
7214,1252,2040,2373
7215,1253,854,1069
7216,1253,2284,2573
7217,1253,2413,1672
7218,1254,51,3637
7219,1254,677,3346
7220,1254,991,2102
7221,1254,1329,1175
7222,1255,420,2766
7223,1255,953,923
7224,1255,1100,1923
7225,1255,2161,2249
7226,1256,112,1678
7227,1256,1095,3404
7228,1256,1370,1333
7229,1256,1449,2326
7230,1256,1449,2828
7231,1256,1517,2893
7232,1256,2013,2376
7233,1256,2415,3120
7234,1256,2439,87
7235,1257,42,641
7236,1257,186,1368
7237,1257,1977,2757
7238,1258,1484,1818
7239,1258,1637,109
7240,1259,1843,2664
7241,1259,2069,3126
7242,1260,473,1351
7243,1260,2086,833
7244,1260,2284,2685
7245,1261,360,2273
7246,1261,922,3372
7247,1261,1950,3411
7248,1261,2595,1272
7249,1262,173,306
7250,1262,723,825
7251,1262,979,3147
7252,1262,1216,2736
7253,1262,1220,1040
7254,1262,1449,910
7255,1262,1449,2664
7256,1262,1584,1808
7257,1262,1594,2837
7258,1262,1694,2420
7259,1262,2221,247
7260,1262,2226,3262
7261,1262,2281,2156
7262,1262,2284,964
7263,1262,2284,1288
7264,1262,2284,2576
7265,1262,2284,2664
7266,1262,2284,2928
7267,1262,2327,1563
7268,1262,2334,2849
7269,1263,671,135
7270,1263,1042,3079
7271,1263,1407,3648
7272,1263,1443,2310
7273,1263,1712,2982
7274,1263,1903,1831
7275,1263,1954,548
7276,1264,484,970
7277,1264,1641,3526
7278,1264,1655,561
7279,1265,57,2691
7280,1265,266,1762
7281,1265,278,454
7282,1265,344,1409
7283,1265,1610,2444
7284,1265,1706,2732
7285,1265,1865,1950
7286,1265,1943,797
7287,1265,2056,407
7288,1265,2171,927
7289,1265,2479,642
7290,1266,862,2849
7291,1266,971,1347
7292,1266,1534,1785
7293,1266,1680,1082
7294,1266,2110,632
7295,1266,2284,2678
7296,1267,81,242
7297,1267,1073,1471
7298,1267,1232,1405
7299,1267,1380,2018
7300,1267,1537,3647
7301,1267,1772,2587
7302,1267,1916,298
7303,1267,1924,1228
7304,1268,2147,2397
7305,1269,759,164
7306,1269,922,3404
7307,1269,1307,851
7308,1269,2284,287
7309,1269,2314,2031
7310,1270,70,662
7311,1270,599,1275
7312,1270,2217,3177
7313,1271,1101,2570
7314,1271,1565,230
7315,1271,1565,276
7316,1271,1565,471
7317,1271,1565,3567
7318,1271,1575,1335
7319,1271,1594,2540
7320,1271,2240,263
7321,1271,2284,729
7322,1271,2284,1923
7323,1271,2284,1923
7324,1271,2284,2675
7325,1271,2306,2849
7326,1271,2316,2586
7327,1271,2505,3449
7328,1272,82,1001
7329,1272,692,611
7330,1272,921,1983
7331,1272,1268,1965
7332,1272,1563,162
7333,1273,1117,2550
7334,1273,1794,2408
7335,1273,1929,684
7336,1273,2139,355
7337,1274,1269,2808
7338,1274,2004,1503
7339,1274,2033,471
7340,1274,2483,3333
7341,1275,81,1771
7342,1275,171,305
7343,1275,401,2665
7344,1275,653,2910
7345,1275,1530,3176
7346,1275,1565,230
7347,1275,1565,230
7348,1275,1565,2571
7349,1275,1566,2194
7350,1275,2221,338
7351,1275,2284,245
7352,1275,2284,1689
7353,1275,2284,2051
7354,1275,2284,2091
7355,1275,2284,2798
7356,1275,2284,2892
7357,1275,2284,2906
7358,1275,2335,1107
7359,1275,2335,1871
7360,1275,2335,2606
7361,1275,2335,2664
7362,1275,2335,2889
7363,1275,2350,1230
7364,1275,2351,2266
7365,1275,2375,2668
7366,1275,2506,2831
7367,1275,2563,406
7368,1276,65,3722
7369,1276,197,312
7370,1276,478,1568
7371,1276,1065,873
7372,1276,1494,2790
7373,1276,1497,2913
7374,1277,297,1091
7375,1278,1233,2516
7376,1278,1610,2479
7377,1278,2284,1709
7378,1279,476,218
7379,1279,763,13
7380,1279,806,2536
7381,1279,1523,748
7382,1279,1555,3721
7383,1279,1728,2573
7384,1279,2097,893
7385,1279,2134,2675
7386,1279,2284,2798
7387,1279,2576,615
7388,1280,1728,1058
7389,1280,2164,2651
7390,1281,46,1787
7391,1281,204,2907
7392,1281,251,1507
7393,1281,275,412
7394,1281,595,269
7395,1281,599,2523
7396,1281,871,906
7397,1281,1453,3729
7398,1281,1738,2104
7399,1281,2069,1077
7400,1281,2313,889
7401,1282,595,277
7402,1282,1420,116
7403,1282,1870,2656
7404,1282,1943,261
7405,1282,2195,298
7406,1282,2316,2603
7407,1282,2325,2037
7408,1283,144,3725
7409,1283,625,2020
7410,1283,1385,2560
7411,1284,59,2702
7412,1284,160,807
7413,1284,494,3464
7414,1284,752,963
7415,1284,752,1213
7416,1284,1461,2916
7417,1284,1576,2291
7418,1284,2026,3314
7419,1285,1398,3156
7420,1286,207,1524
7421,1286,1676,107
7422,1286,2015,2773
7423,1287,225,3026
7424,1287,476,2873
7425,1287,540,2626
7426,1287,1071,1842
7427,1287,1085,1892
7428,1287,1103,2340
7429,1287,1109,1967
7430,1287,1484,2092
7431,1287,1744,223
7432,1287,1744,380
7433,1287,1843,721
7434,1287,1899,943
7435,1287,1968,1139
7436,1287,1990,2762
7437,1287,2431,1771
7438,1288,348,2379
7439,1288,697,2903
7440,1288,1484,201
7441,1288,2236,3023
7442,1289,800,3528
7443,1289,918,2599
7444,1289,1674,3697
7445,1289,1823,2007
7446,1289,1843,296
7447,1290,2122,1348
7448,1291,477,3156
7449,1291,639,42
7450,1291,910,2180
7451,1291,915,2443
7452,1292,100,1353
7453,1292,248,2329
7454,1292,631,636
7455,1292,1990,777
7456,1293,192,1558
7457,1293,343,2544
7458,1293,1419,2449
7459,1293,1500,382
7460,1293,1624,258
7461,1294,78,2027
7462,1294,376,3013
7463,1294,477,3354
7464,1294,561,2757
7465,1294,567,3232
7466,1294,711,3035
7467,1294,1168,1602
7468,1294,1843,939
7469,1294,1934,580
7470,1294,1961,2062
7471,1294,1990,3143
7472,1294,2199,1319
7473,1295,272,145
7474,1295,279,1943
7475,1295,323,1407
7476,1295,770,3466
7477,1295,845,2337
7478,1295,856,927
7479,1295,1201,2880
7480,1295,2118,1014
7481,1295,2373,2046
7482,1295,2439,429
7483,1296,91,2222
7484,1296,1232,919
7485,1296,1482,3299
7486,1296,2332,2404
7487,1296,2432,2488
7488,1296,2451,2168
7489,1297,1665,1760
7490,1297,1974,1059
7491,1298,76,3622
7492,1298,1486,2183
7493,1298,1622,1459
7494,1298,1677,2968
7495,1298,1683,998
7496,1298,1733,259
7497,1298,1893,106
7498,1298,2063,369
7499,1299,1186,2535
7500,1299,1291,2973
7501,1300,1167,1124
7502,1300,2451,447
7503,1300,2453,1545
7504,1301,709,2175
7505,1301,2579,1751
7506,1302,166,715
7507,1302,1376,1160
7508,1303,864,132
7509,1303,887,2131
7510,1303,1918,426
7511,1303,2145,3547
7512,1303,2213,2723
7513,1303,2584,3299
7514,1304,133,2591
7515,1304,895,3609
7516,1304,1376,3116
7517,1305,525,382
